test-group,index,status,input-events,input-octets,output-events,output-octets,instr.-rounds,diagnosis,time
ssh2-client-direct-tcpip-open-payload-type-length(3),11064,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.119
ssh2-client-direct-tcpip-open-payload-type-length(4),11065,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.119
ssh2-client-direct-tcpip-open-payload-type-length(5),11066,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.104
ssh2-client-direct-tcpip-open-payload-type-length(6),11067,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.12
ssh2-client-direct-tcpip-open-payload-type-length(7),11068,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.115
ssh2-client-direct-tcpip-open-payload-type-length(8),11069,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.117
ssh2-client-direct-tcpip-open-payload-type-length(9),11070,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.113
ssh2-client-direct-tcpip-open-payload-type-length(10),11071,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.113
ssh2-client-direct-tcpip-open-payload-type-length(11),11072,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.107
ssh2-client-direct-tcpip-open-payload-type-length(12),11073,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.131
ssh2-client-direct-tcpip-open-payload-type-length(13),11074,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.113
ssh2-client-direct-tcpip-open-payload-type-length(14),11075,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.129
ssh2-client-direct-tcpip-open-payload-type-length(15),11076,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.126
ssh2-client-direct-tcpip-open-payload-type-length(16),11077,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.108
ssh2-client-direct-tcpip-open-payload-type-length(17),11078,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.121
ssh2-client-direct-tcpip-open-payload-type-length(18),11079,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.12
ssh2-client-direct-tcpip-open-payload-type-length(19),11080,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.119
ssh2-client-direct-tcpip-open-payload-type-length(20),11081,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.113
ssh2-client-direct-tcpip-open-payload-type-length(21),11082,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,807,1,passed,3.131
ssh2-client-direct-tcpip-open-payload-type-token(0),11083,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.018
ssh2-client-direct-tcpip-open-payload-type-token(1),11084,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.134
ssh2-client-direct-tcpip-open-payload-type-token(2),11085,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.025
ssh2-client-direct-tcpip-open-payload-type-token(3),11086,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.019
ssh2-client-direct-tcpip-open-payload-type-token(4),11087,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.123
ssh2-client-direct-tcpip-open-payload-type-token(5),11088,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.03
ssh2-client-direct-tcpip-open-payload-type-token(6),11089,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.113
ssh2-client-direct-tcpip-open-payload-type-token(7),11090,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.11
ssh2-client-direct-tcpip-open-payload-type-token(8),11091,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.022
ssh2-client-direct-tcpip-open-payload-type-token(9),11092,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.046
ssh2-client-direct-tcpip-open-payload-type-token(10),11093,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.006
ssh2-client-direct-tcpip-open-payload-type-token(11),11094,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.104
ssh2-client-direct-tcpip-open-payload-type-token(12),11095,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.01
ssh2-client-direct-tcpip-open-payload-type-token(13),11096,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.022
ssh2-client-direct-tcpip-open-payload-type-token(14),11097,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.016
ssh2-client-direct-tcpip-open-payload-type-token(15),11098,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.127
ssh2-client-direct-tcpip-open-payload-type-token(16),11099,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.075
ssh2-client-direct-tcpip-open-payload-type-whitespace(0),11100,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.019
ssh2-client-direct-tcpip-open-payload-type-whitespace(1),11101,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.12
ssh2-client-direct-tcpip-open-payload-type-whitespace(2),11102,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,2027,1,passed,3.013
ssh2-client-direct-tcpip-open-payload-type-whitespace(3),11103,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,33799,1,passed,3.142
ssh2-client-direct-tcpip-open-payload-type-whitespace(4),11104,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,5075,1,passed,3.028
ssh2-client-direct-tcpip-open-payload-type-whitespace(5),11105,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1491,1,passed,3.122
ssh2-client-direct-tcpip-open-payload-type-whitespace(6),11106,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,32979,1,passed,3.134
ssh2-client-direct-tcpip-open-payload-type-whitespace(7),11107,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1235,1,passed,3.017
ssh2-client-direct-tcpip-open-payload-type-whitespace(8),11108,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,4051,1,passed,3.011
ssh2-client-direct-tcpip-open-payload-type-whitespace(9),11109,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,49951,1,passed,3.136
ssh2-client-direct-tcpip-open-payload-type-whitespace(10),11110,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.007
ssh2-client-direct-tcpip-open-payload-type-ascii-of(0),11111,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.11
ssh2-client-direct-tcpip-open-payload-type-ascii-of(1),11112,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1011,1,passed,3.032
ssh2-client-direct-tcpip-open-payload-type-ascii-of(2),11113,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1043,1,passed,3.125
ssh2-client-direct-tcpip-open-payload-type-ascii-of(3),11114,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1107,1,passed,3.028
ssh2-client-direct-tcpip-open-payload-type-ascii-of(4),11115,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1235,1,passed,3.022
ssh2-client-direct-tcpip-open-payload-type-ascii-of(5),11116,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,3027,1,passed,3.119
ssh2-client-direct-tcpip-open-payload-type-ascii-of(6),11117,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,9171,1,passed,3.056
ssh2-client-direct-tcpip-open-payload-type-ascii-of(7),11118,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,17363,1,passed,3.143
ssh2-client-direct-tcpip-open-payload-type-ascii-of(8),11119,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,33567,1,passed,3.118
ssh2-client-direct-tcpip-open-payload-type-ascii-of(9),11120,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,65799,1,passed,3.143
ssh2-client-direct-tcpip-open-payload-type-ascii-of(10),11121,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,128799,1,passed,3.145
ssh2-client-direct-tcpip-open-payload-type-ascii-of(11),11122,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,1128799,1,passed,3.672
ssh2-client-direct-tcpip-open-payload-type-ascii-of(12),11123,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,4083,1,passed,3.015
ssh2-client-direct-tcpip-open-payload-type-ascii-of(13),11124,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,17363,1,passed,3.121
ssh2-client-direct-tcpip-open-payload-type-ascii-of(14),11125,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.111
ssh2-client-direct-tcpip-open-payload-type-ascii-of(15),11126,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,2003,1,passed,3.02
ssh2-client-direct-tcpip-open-payload-type-ascii-of(16),11127,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1011,1,passed,3.114
ssh2-client-direct-tcpip-open-payload-type-ascii-of(17),11128,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1043,1,passed,3.021
ssh2-client-direct-tcpip-open-payload-type-ascii-of(18),11129,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1235,1,passed,3.023
ssh2-client-direct-tcpip-open-payload-type-ascii-of(19),11130,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,5075,1,passed,3.117
ssh2-client-direct-tcpip-open-payload-type-ascii-of(20),11131,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,56351,1,passed,3.137
ssh2-client-direct-tcpip-open-payload-type-ascii-of(21),11132,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1011,1,passed,3.131
ssh2-client-direct-tcpip-open-payload-type-ascii-of(22),11133,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.022
ssh2-client-direct-tcpip-open-payload-type-ascii-of(23),11134,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.129
ssh2-client-direct-tcpip-open-payload-type-ascii-of(24),11135,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,995,1,passed,3.052
ssh2-client-direct-tcpip-open-payload-type-ascii-of(25),11136,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1107,1,passed,3.019
ssh2-client-direct-tcpip-open-payload-type-ascii-of(26),11137,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1235,1,passed,3.021
ssh2-client-direct-tcpip-open-payload-type-ascii-of(27),11138,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,2003,1,passed,3.017
ssh2-client-direct-tcpip-open-payload-type-ascii-of(28),11139,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,17363,1,passed,3.041
ssh2-client-direct-tcpip-open-payload-type-ascii-of(29),11140,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,64799,1,passed,3.13
ssh2-client-direct-tcpip-open-payload-type-ascii-of(30),11141,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1491,1,passed,3.0
ssh2-client-direct-tcpip-open-payload-type-cfs(0),11142,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.116
ssh2-client-direct-tcpip-open-payload-type-cfs(1),11143,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.008
ssh2-client-direct-tcpip-open-payload-type-cfs(2),11144,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.114
ssh2-client-direct-tcpip-open-payload-type-cfs(3),11145,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1491,1,passed,3.026
ssh2-client-direct-tcpip-open-payload-type-cfs(4),11146,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,7123,1,passed,3.01
ssh2-client-direct-tcpip-open-payload-type-cfs(5),11147,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,64879,1,passed,3.12
ssh2-client-direct-tcpip-open-payload-type-cof(0),11148,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1027,1,passed,3.126
ssh2-client-direct-tcpip-open-payload-type-cof(1),11149,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1075,1,passed,3.011
ssh2-client-direct-tcpip-open-payload-type-cof(2),11150,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1363,1,passed,3.021
ssh2-client-direct-tcpip-open-payload-type-cof(3),11151,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1771,1,passed,3.03
ssh2-client-direct-tcpip-open-payload-type-cof(4),11152,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,4051,1,passed,3.032
ssh2-client-direct-tcpip-open-payload-type-cof(5),11153,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,3027,1,passed,3.023
ssh2-client-direct-tcpip-open-payload-type-cof(6),11154,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1051,1,passed,3.041
ssh2-client-direct-tcpip-open-payload-type-cof(7),11155,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,995,1,passed,3.032
ssh2-client-direct-tcpip-open-payload-type-cof(8),11156,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,995,1,passed,3.028
ssh2-client-direct-tcpip-open-payload-type-cof(9),11157,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1107,1,passed,3.013
ssh2-client-direct-tcpip-open-payload-type-cof(10),11158,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1747,1,passed,3.115
ssh2-client-direct-tcpip-open-payload-type-cof(11),11159,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,5075,1,passed,3.007
ssh2-client-direct-tcpip-open-payload-type-cof(12),11160,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,17379,1,passed,3.024
ssh2-client-direct-tcpip-open-payload-type-cof(13),11161,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,66799,1,passed,3.134
ssh2-client-direct-tcpip-open-payload-type-utf8(0),11162,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.008
ssh2-client-direct-tcpip-open-payload-type-utf8(1),11163,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.021
ssh2-client-direct-tcpip-open-payload-type-utf8(2),11164,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.016
ssh2-client-direct-tcpip-open-payload-type-utf8(3),11165,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.15
ssh2-client-direct-tcpip-open-payload-type-utf8(4),11166,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.018
ssh2-client-direct-tcpip-open-payload-type-utf8(5),11167,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.009
ssh2-client-direct-tcpip-open-payload-type-utf8(6),11168,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.021
ssh2-client-direct-tcpip-open-payload-type-utf8(7),11169,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1107,1,passed,3.116
ssh2-client-direct-tcpip-open-payload-type-utf8(8),11170,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1235,1,passed,3.018
ssh2-client-direct-tcpip-open-payload-type-utf8(9),11171,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1747,1,passed,3.119
ssh2-client-direct-tcpip-open-payload-type-utf8(10),11172,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,4051,1,passed,3.017
ssh2-client-direct-tcpip-open-payload-type-utf8(11),11173,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,9171,1,passed,3.129
ssh2-client-direct-tcpip-open-payload-type-utf8(12),11174,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,9171,1,passed,3.016
ssh2-client-direct-tcpip-open-payload-type-utf8(13),11175,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,64095,1,passed,3.119
ssh2-client-direct-tcpip-open-payload-type-crlf(0),11176,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.016
ssh2-client-direct-tcpip-open-payload-type-crlf(1),11177,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.011
ssh2-client-direct-tcpip-open-payload-type-crlf(2),11178,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.031
ssh2-client-direct-tcpip-open-payload-type-crlf(3),11179,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.113
ssh2-client-direct-tcpip-open-payload-type-crlf(4),11180,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1011,1,passed,3.015
ssh2-client-direct-tcpip-open-payload-type-crlf(5),11181,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1491,1,passed,3.05
ssh2-client-direct-tcpip-open-payload-type-crlf(6),11182,SSH_MSG_CHANNEL_OPEN_CONFIRMATION,8,1043,10,60799,1,passed,3.133
ssh2-client-direct-tcpip-open-payload-type-crlf(7),11183,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.023
ssh2-client-direct-tcpip-open-payload-type-crlf(8),11184,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.023
ssh2-client-direct-tcpip-open-payload-type-crlf(9),11185,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.13
ssh2-client-direct-tcpip-open-payload-type-crlf(10),11186,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,979,1,passed,3.011
ssh2-client-direct-tcpip-open-payload-type-crlf(11),11187,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1235,1,passed,3.123
ssh2-client-direct-tcpip-open-payload-type-crlf(12),11188,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,1235,1,passed,3.02
ssh2-client-direct-tcpip-open-payload-type-crlf(13),11189,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,3027,1,passed,3.007
ssh2-client-direct-tcpip-open-payload-sender-channel(0),11190,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.131
ssh2-client-direct-tcpip-open-payload-sender-channel(1),11191,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.101
ssh2-client-direct-tcpip-open-payload-sender-channel(2),11192,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.022
ssh2-client-direct-tcpip-open-payload-sender-channel(3),11193,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.019
ssh2-client-direct-tcpip-open-payload-sender-channel(4),11194,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.123
ssh2-client-direct-tcpip-open-payload-sender-channel(5),11195,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.017
ssh2-client-direct-tcpip-open-payload-sender-channel(6),11196,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.103
ssh2-client-direct-tcpip-open-payload-sender-channel(7),11197,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.105
ssh2-client-direct-tcpip-open-payload-sender-channel(8),11198,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.019
ssh2-client-direct-tcpip-open-payload-sender-channel(9),11199,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.017
ssh2-client-direct-tcpip-open-payload-sender-channel(10),11200,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.017
ssh2-client-direct-tcpip-open-payload-sender-channel(11),11201,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.007
ssh2-client-direct-tcpip-open-payload-sender-channel(12),11202,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.014
ssh2-client-direct-tcpip-open-payload-sender-channel(13),11203,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.023
ssh2-client-direct-tcpip-open-payload-sender-channel(14),11204,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.014
ssh2-client-direct-tcpip-open-payload-sender-channel(15),11205,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.018
ssh2-client-direct-tcpip-open-payload-sender-channel(16),11206,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.025
ssh2-client-direct-tcpip-open-payload-sender-channel(17),11207,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.028
ssh2-client-direct-tcpip-open-payload-sender-channel(18),11208,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.023
ssh2-client-direct-tcpip-open-payload-sender-channel(19),11209,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.11
ssh2-client-direct-tcpip-open-payload-sender-channel(20),11210,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.033
ssh2-client-direct-tcpip-open-payload-sender-channel(21),11211,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.023
ssh2-client-direct-tcpip-open-payload-initial-window-size(0),11212,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.021
ssh2-client-direct-tcpip-open-payload-initial-window-size(1),11213,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.014
ssh2-client-direct-tcpip-open-payload-initial-window-size(2),11214,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.026
ssh2-client-direct-tcpip-open-payload-initial-window-size(3),11215,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.019
ssh2-client-direct-tcpip-open-payload-initial-window-size(4),11216,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.115
ssh2-client-direct-tcpip-open-payload-initial-window-size(5),11217,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.009
ssh2-client-direct-tcpip-open-payload-initial-window-size(6),11218,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.102
ssh2-client-direct-tcpip-open-payload-initial-window-size(7),11219,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.03
ssh2-client-direct-tcpip-open-payload-initial-window-size(8),11220,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.031
ssh2-client-direct-tcpip-open-payload-initial-window-size(9),11221,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.117
ssh2-client-direct-tcpip-open-payload-initial-window-size(10),11222,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.111
ssh2-client-direct-tcpip-open-payload-initial-window-size(11),11223,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.016
ssh2-client-direct-tcpip-open-payload-initial-window-size(12),11224,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.147
ssh2-client-direct-tcpip-open-payload-initial-window-size(13),11225,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.015
ssh2-client-direct-tcpip-open-payload-initial-window-size(14),11226,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.085
ssh2-client-direct-tcpip-open-payload-initial-window-size(15),11227,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.01
ssh2-client-direct-tcpip-open-payload-initial-window-size(16),11228,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.021
ssh2-client-direct-tcpip-open-payload-initial-window-size(17),11229,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.003
ssh2-client-direct-tcpip-open-payload-initial-window-size(18),11230,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.111
ssh2-client-direct-tcpip-open-payload-initial-window-size(19),11231,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.103
ssh2-client-direct-tcpip-open-payload-initial-window-size(20),11232,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.029
ssh2-client-direct-tcpip-open-payload-initial-window-size(21),11233,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.016
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(0),11234,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.023
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(1),11235,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.04
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(2),11236,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.013
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(3),11237,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.11
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(4),11238,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.011
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(5),11239,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.025
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(6),11240,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.116
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(7),11241,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.038
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(8),11242,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.121
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(9),11243,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.025
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(10),11244,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.022
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(11),11245,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.115
ssh2-client-direct-tcpip-open-payload-maximum-packet-size(12),11246,SSH_MSG_CHANNEL_OPEN_FAILURE,11,1171,13,987,1,passed,3.01
